journal,abbreviation,year,contains_page,assignee,doi,comments,IF_5year,open,repro_inst,art_class,molecular,software_cite,software_avail,comp_mthds_avail,data_avail,software_used,category,bibtexkey,address,annote,author,booktitle,chapter,crossref,edition,editor,howpublished,institution,key,month,note,number,organization,pages,publisher,school,series,title,type,volume,url,issn,x.article.pm..title
Molecular Plant Pathology,Mol Plant Pathol,2016,128,Zach,10.1111/mpp.12318,NA,4.819,BOTH,2,Fundamental,TRUE,1,3,0,1,"sgRNA Designer, BLASTN",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,1,NA,127--139,NA,NA,NA,Efficient disruption and replacement of an effector gene in the oomycete \textit{{Phytophthora sojae}} using {CRISPR/Cas9},NA,17,NA,NA,NA
Molecular Plant Pathology,Mol Plant Pathol,2017,41,Emerson,10.1111/mpp.12372,NA,4.819,BOTH,2,Fundamental,TRUE,2,2,0,0,"SAS, JMP",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molecular Plant Pathology,Mol Plant Pathol,2017,49,Emerson,10.1111/mpp.12374,NA,4.819,BOTH,2,Fundamental,TRUE,1,NA,0,0,"ProtParam, PROSITE, Clustal W, SignalP",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molecular Plant Pathology,Mol Plant Pathol,2018,132,Kaique,10.1111/mpp.12504,NA,4.697,BOTH,2,Fundamental,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2016,51,Zach,10.1094/mpmi-03-15-0047-r,NA,4.328,BOTH,2,Fundamental,TRUE,0,0,0,0,NA,ARTICLE,Liu_2016,NA,NA,"Qing Liu, Jianyuan Yang, Shaohong Zhang, Junliang Zhao, Aiqing Feng, Tifeng Yang, Xiaofei Wang, Xinxue Mao, Jingfang Dong, Xiaoyuan Zhu, Hei Leung, Jan E. Leach, Bin Liu",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,46--56,Scientific Societies,NA,NA,{OsGF14b} Positively Regulates Panicle Blast Resistance but Negatively Regulates Leaf Blast Resistance in Rice,NA,29,https://doi.org/10.1094%2Fmpmi-03-15-0047-r,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2012,66,Adam,10.1094/MPMI-05-11-0121,"Original random number was not plant pathogen, next article selected, all databases were provided links in Recommended Internet Resources: J. Craing Venter Institute website: www.jcvi.org KEGG:Kyoto Encyclopedia of Genes and Genomes website:  www.genome.jp/kegg The National Center for Biotechnology Information website: www.ncbi.nlm.nih.gov European Molecular Biology Laboratory SMART database:  smart.embl-heidelberg.de",4.328,BOTH,2,Fundamental,TRUE,2,3,0,0,"National  Center  for  Biotechnology  Information  data-base, J.  Craig  Venter  Institute  database,  KEGG  data-base, SMART  database",ARTICLE,Rodr_guez_2012,NA,NA,"Yan, Qing and Wang, Nian",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,69--84,Scientific Societies,NA,NA,High-Throughput Screening and Analysis  of Genes of \textit{{Xanthomonas} citri} subsp. \textit{citri} Involved  in Citrus Canker Symptom Development,NA,25,https://doi.org/10.1094/MPMI-05-11-0121,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2013,1,Zach,10.1094/mpmi-05-12-0121-fi,"Original random page number is review, next sequential article selected",4.328,BOTH,2,Fundamental,TRUE,0,1,0,0,BLAST,ARTICLE,Maier_2013,NA,NA,"Tom R. Maier, Tarek Hewezi, Jiqing Peng, Thomas J. Baum",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,31--35,Scientific Societies,NA,NA,Isolation of Whole Esophageal Gland Cells from Plant-Parasitic Nematodes for Transcriptome Analyses and Effector Identification,NA,26,https://doi.org/10.1094%2Fmpmi-05-12-0121-fi,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2013,36,Adam,10.1094/MPMI-05-12-0135-FI,"Original random number a review, selected second sequential article",4.328,BOTH,2,Fundamental,FALSE,3,2,0,0,GenStat,ARTICLE,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,36--43,Scientific Societies,NA,NA,The Arabidopsis F-box/Kelch-Repeat Protein At2g44130 Is Upregulated in Giant Cells and Promotes Nematode Susceptibility,NA,26,https://doi.org/10.1094/MPMI-05-12-0135-FI,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2014,56,Adam,10.1094/MPMI-05-13-0138-R,Duplicate article was selected initially. This is the article following 10.1094/mpmi-08-13-0225-r,4.328,BOTH,2,Fundamental,FALSE,3,2,0,1,JMP,ARTICLE,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,NA,Scientific Societies,NA,NA,Accumulation of the Mycotoxin Patulin in the Presence of Gluconic Acid Contributes to Pathogenicity of Penicillium expansum,NA,27,https://doi.org/10.1094/MPMI-05-13-0138-R,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2018,16,Emerson,10.1094/MPMI-05-17-0121-FI,16 was a review. 46 is next research article,4.328,BOTH,2,Fundamental,TRUE,2,2,0,0,Infostat,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2018,45,Emerson,10.1094/MPMI-06-17-0138-R,next article was picked,4.328,BOTH,2,Fundamental,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2012,115,Adam,10.1094/mpmi-07-11-0193,NA,4.328,BOTH,2,Fundamental,FALSE,1,3,0,0,"R, Multiexperiment viewer, Babelomics",ARTICLE,Gonzalez_Ibeas_2012,NA,NA,"Daniel Gonzalez-Ibeas, Joaquin Ca{\\~{n}}izares, Miguel A. Aranda",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,107--118,Scientific Societies,NA,NA,Microarray Analysis Shows That Recessive Resistance to \textit{Watermelon mosaic virus} in Melon Is Associated with the Induction of Defense Response Genes,NA,25,https://doi.org/10.1094%2Fmpmi-07-11-0193,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2016,121,Zach,10.1094/mpmi-07-15-0153-r,NA,4.328,BOTH,2,Fundamental,TRUE,1,3,0,0,Salstat2,ARTICLE,Zheng_2016,NA,NA,"Desen Zheng, Thomas J. Burr",NA,NA,NA,NA,NA,NA,NA,NA,feb,NA,2,NA,109--118,Scientific Societies,NA,NA,Inhibition of Grape Crown Gall by Agrobacterium vitis F2/5 Requires Two Nonribosomal Peptide Synthetases and One Polyketide Synthase,NA,29,https://doi.org/10.1094%2Fmpmi-07-15-0153-r,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2018,143,Kaique,10.1094/MPMI-07-17-0164-R,NA,4.449,BOTH,2,Fundamental,TRUE,0,0,0,3,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2014,61,Emerson,10.1094/mpmi-08-13-0225-r,NA,4.328,BOTH,2,Fundamental,TRUE,2,0,0,0,SPSS,ARTICLE,Baek_2014,NA,NA,"Jin-Ho Baek, Jin-Ah Park, Jung-Mi Kim, Jung-Mi Oh, Seung-Moon Park, Dae-Hyuk Kim",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,56--65,Scientific Societies,NA,NA,Functional Analysis of a Tannic-Acid-Inducible and Hypoviral-Regulated Small Heat-Shock Protein Hsp24 from the Chestnut Blight Fungus \textit{{Cryphonectria parasitica}},NA,27,https://doi.org/10.1094%2Fmpmi-08-13-0225-r,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2017,13,Kaique,10.1094/MPMI-08-16-0157-R,"Original random page number is review, next sequential article selected",4.078,BOTH,2,Fundamental,TRUE,1,3,0,0,MapMan,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2017,16,Emerson,10.1094/MPMI-08-16-0157-R,13 was a review. Changed to page 16,4.328,BOTH,2,Fundamental,TRUE,1,NA,0,0,MapMan,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2018,52,Emerson,10.1094/MPMI-08-17-0203-FI,next article was picked,4.328,BOTH,2,Fundamental,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2016,119,Emerson,10.1094/mpmi-09-15-0204-r,NA,4.328,BOTH,2,Fundamental,TRUE,0,0,0,0,NA,ARTICLE,Ishiga_2016,NA,NA,"Yasuhiro Ishiga, Yuki Ichinose",NA,NA,NA,NA,NA,NA,NA,NA,feb,NA,2,NA,119--131,Scientific Societies,NA,NA,\textit{{Pseudomonas syringae}} pv. \textit{tomato} {OxyR} Is Required for Virulence in Tomato and Arabidopsis,NA,29,https://doi.org/10.1094%2Fmpmi-09-15-0204-r,NA,NA
Molecular Plant-Microbe Interactions,Mol Plant Micro In,2016,105,Emerson,10.1094/mpmi-09-15-0219-r,NA,4.328,BOTH,2,Fundamental,TRUE,2,3,0,2,R,ARTICLE,Chang_2016,NA,NA,"Hao-Xun Chang, Leslie L. Domier, Osman Radwan, Craig R. Yendrek, Matthew E. Hudson, Glen L. Hartman",NA,NA,NA,NA,NA,NA,NA,NA,feb,NA,2,NA,96--108,Scientific Societies,NA,NA,Identification of Multiple Phytotoxins Produced by \textit{{Fusarium virguliforme}} Including a Phytotoxic Effector ({FvNIS}1 Associated With Sudden Death Syndrome Foliar Symptoms,NA,29,https://doi.org/10.1094%2Fmpmi-09-15-0219-r,NA,NA
Nematology,Nematology,2014,40,Adam,10.1163/15685411-00002743,"Original random page number not applicable, selected only plant parasitic nematode articles",1.087,BOTH,2,Applied,FALSE,3,2,0,0,SPSS,ARTICLE,Pestana_2014,NA,NA,"Margarida Pestana, Manuela Gouveia, Nereida Cordeiro, Luc{\\'{\\i}}lia Teixeira, Isabel de O. Abrantes, M{\\'{o}}nica Rodrigues",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,41--51,Brill Academic Publishers,NA,NA,In vitro evaluation of nematicidal properties of \textit{{Solanum sisymbriifolium}} and \textit{{S. nigrum}} extracts on \text{{Pratylenchus goodeyi}},NA,16,https://doi.org/10.1163%2F15685411-00002743,NA,NA
Nematology,Nematology,2016,15,Adam,10.1163/15685411-00002745,Articles that are part of the most recent three years are not available. Selected the next article in 2014 that was applicable to get an available article,1.087,BOTH,2,Applied,FALSE,1,2,0,0,SAS,ARTICLE,Shaver_2016,NA,NA,"Bradly R. Shaver, Sergio Marchant, Paula Agudelo, S. Bruce Martin",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,53--65,Brill Academic Publishers,NA,NA,18S {rRNA} and {COI} haplotype diversity of \textit{{Trichodorus obtusus}} from turfgrass in South Carolina,NA,18,https://doi.org/10.1163%2F15685411-00002944,NA,NA
Nematology,Nematology,2016,6,Adam,10.1163/15685411-00002938,"Original random page number not applicable, selected next plant parasitic nematode article",1.087,BOTH,2,Applied,FALSE,3,3,0,0,R,ARTICLE,Biela_2016,NA,NA,"Fabio Biela, Simone de Melo Santana-Gomes, Isabela Hernandes, Andressa Cristina Zamboni Machado, Michelly Ragazzi Cardoso, Claudia Regina Dias-Arieira, Danielle Mattei",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,15--21,Brill Academic Publishers,NA,NA,Host status and phenotypic diversity of rice genotypes in relation to \textit{{Pratylenchus brachyurus}} resistance,NA,18,https://doi.org/10.1163%2F15685411-00002938,NA,NA
Nematology,Nematology,2013,107,Emerson,10.1163/156854112x645606,NA,1.087,BOTH,2,Applied,FALSE,1,2,0,0,SAS,ARTICLE,Waweru_2013,NA,NA,"Bancy W. Waweru, Turoop Losenge, Thomas Dubois, Esther M. Kahangi, Daniel Coyne",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,101--107,Brill Academic Publishers,NA,NA,Potential biological control of lesion nematodes on banana using {Kenyan} strains of endophytic \textit{{Fusarium oxysporum}},NA,15,https://doi.org/10.1163%2F156854112x645606,NA,NA
Nematology,Nematology,2014,56,Adam,10.1163/15685411-00002746,"Original random page number not applicable, selected only plant parasitic nematode articles",1.087,BOTH,2,Fundamental,FALSE,1,2,0,0,Statistica,ARTICLE,Cabasan_2014,NA,NA,"Ma. Teodora Nadong Cabasan, Arvind Kumar, St{\\'{e}}phane Bellafiore, Dirk De Waele",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,73--81,Brill Academic Publishers,NA,NA,"Histopathology of the rice root-knot nematode, \textit{{Meloidogyne graminicola}}, on \textit{{Oryza sativa}} and \textit{{O. glaberrima}}",NA,16,https://doi.org/10.1163%2F15685411-00002746,NA,NA
Nematology,Nematology,2014,149,Emerson,10.1163/15685411-00002753,NA,1.087,BOTH,2,Fundamental,FALSE,2,2,0,0,SAS,ARTICLE,Humphreys_Pereira_2014,NA,NA,"Danny A. Humphreys-Pereira, Axel A. Elling",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,2,NA,149--162,Brill Academic Publishers,NA,NA,Morphological variability in second-stage juveniles and males of \textit{{Meloidogyne chitwoodi}},NA,16,https://doi.org/10.1163%2F15685411-00002753,NA,NA
Nematology,Nematology,2017,129,Emerson,10.1163/15685411-00003036,NA,1.087,BOTH,2,Fundamental,TRUE,2,3,0,0,"Muscle, MEGA, Tracer, MatGat",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nematology,Nematology,2018,100,Kaique,10.1163/15685411-00003127,NA,1.115,BOTH,2,Fundamental,TRUE,2,2,0,3,"MUSCLE, MEGA, MrModeltest, MrBayes, TRACER, RaxmlGUI, g Dendroscope, CorelDRAW",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nematology,Nematology,2018,141,Kaique,10.1163/15685411-00003132,NA,1.115,BOTH,2,Fundamental,TRUE,2,2,0,3,"MrBayes, TreeGraph",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nematology,Nematology,2018,3,Kaique,10.1163/15685411-00003133,NA,1.115,BOTH,2,Fundamental,FALSE,NA,NA,NA,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nematology,Nematology,2013,72,Adam,10.1163/156854112x643914,"Original random page number not applicable, selected previous plant parasitic nematode article",1.087,BOTH,2,Fundamental,TRUE,1,2,0,0,SAS,ARTICLE,Plowright_2013,NA,NA,"Richard Plowright, Paul Speijer, Jolly Dusabe, Daniel Coyne",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,41--56,Brill Academic Publishers,NA,NA,Analysis of the pathogenic variability and genetic diversity of the~plant-parasitic nematode \textit{{Radopholus similis}} on bananas,NA,15,https://doi.org/10.1163%2F156854112x643914,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2012,51,Emerson,10.1016/j.pmpp.2011.11.003,NA,1.66,BOTH,2,Fundamental,TRUE,1,2,0,2,Excel,ARTICLE,Mutuku_2012,NA,NA,"J.M. Mutuku, A. Nose",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,41--51,Elsevier {BV,NA,NA,High activities and {mRNA} expression of pyrophosphate-fructose-6-phosphate-phosphotransferase and 6-phosphofructokinase are induced as a response to \textit{{Rhizoctonia solani}} infection in rice leaf sheaths,NA,77,https://doi.org/10.1016%2Fj.pmpp.2011.11.003,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2012,86,Adam,10.1016/j.pmpp.2011.12.003,"Original random number does not exist, selected first article from April 2012",1.66,BOTH,2,Fundamental,TRUE,1,1,0,1,"MassLynxTM, QuanLynxTM",ARTICLE,Yazawa_2012,NA,NA,"Katsumi Yazawa, Chang-Jie Jiang, Mikiko Kojima, Hitoshi Sakakibara, Hiroshi Takatsuji",NA,NA,NA,NA,NA,NA,NA,NA,apr,NA,NA,NA,1--7,Elsevier {BV},NA,NA,Reduction of abscisic acid levels or inhibition of abscisic acid signaling in rice during the early phase of \textit{{Magnaporthe oryzae}} infection decreases its susceptibility to the fungus,NA,78,https://doi.org/10.1016%2Fj.pmpp.2011.12.003,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2012,92,Adam,10.1016/j.pmpp.2012.03.001,"Original random number does not exist, selected first article from July 2012",1.66,BOTH,2,Fundamental,FALSE,2,2,0,0,SPSS,ARTICLE,Chen_2012,NA,NA,"Po-Sheng Chen, Li-Yuan Wang, You-Jen Chen, Kuo-Ching Tzeng, Shih-Chieh Chang, Kuang-Ren Chung, Miin-Huey Lee",NA,NA,NA,NA,NA,NA,NA,NA,jul,NA,NA,NA,1--12,Elsevier {BV},NA,NA,Understanding cellular defence in kumquat and calamondin to citrus canker caused by \textit{{Xanthomonas citri}} subsp. \textit{{citri}},NA,79,https://doi.org/10.1016%2Fj.pmpp.2012.03.001,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2012,127,Zach,10.1016/j.pmpp.2012.03.002,"Original random number does not exist, selected second article from July 2012",1.66,BOTH,2,Fundamental,FALSE,0,0,0,0,NA,ARTICLE,Zakharenkova_2012,NA,NA,"Tatiana S. Zakharenkova, Andrey A. Aver'yanov, Tatiana D. Pasechnik, Vera P. Lapikova, Con Jacyn Baker",NA,NA,NA,NA,NA,NA,NA,NA,jul,NA,NA,NA,13--20,Elsevier {BV,NA,NA,Surface contact of cucumber or rice leaves with water can suppress their fungal diseases,NA,79,https://doi.org/10.1016%2Fj.pmpp.2012.03.002,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2013,18,Emerson,10.1016/j.pmpp.2014.02.002,NA,1.66,BOTH,2,Fundamental,TRUE,1,2,0,0,"Primer3, AlphaEase FC",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2014,136,Emerson,10.1016/j.pmpp.2014.03.005,"No page number 136, last article of first issue for 2014 selected",1.66,BOTH,2,Fundamental,TRUE,1,2,0,0,"Bioedit, Image Lab TM, MEGA",ARTICLE,Mondal_2014,NA,NA,"Kalyan K. Mondal, Bharat Raj Meena, Alim Junaid, Geeta Verma, Chandra Mani, Dipali Majumder, Manju Khicher, Shailesh Kumar, Susanta Banik",NA,NA,NA,NA,NA,NA,NA,NA,apr,NA,NA,NA,98--106,Elsevier {BV,NA,NA,Pathotyping and genetic screening of type {III} effectors in Indian strains of \textit{{Xanthomonas oryzae}} pv. \textit{oryzae} causing bacterial leaf blight of rice,NA,86,https://doi.org/10.1016%2Fj.pmpp.2014.03.005,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2014,131,Zach,10.1016/j.pmpp.2014.04.004,"No page number 131, second to last article of first issue for 2014 selected",1.66,BOTH,2,Fundamental,FALSE,1,2,0,0,"Statistica, MATLAB",ARTICLE,Ku_niak_2014,NA,NA,"El{\\.{z}}bieta Ku{\\'{z}}niak, Rafa{\\l} G{\\l}owacki, Gra{\\.{z}}yna Chwatko, Tomasz Kopczewski, Marzena Wielanek, Ewa Gajewska, Maria Sk{\\l}odowska",NA,NA,NA,NA,NA,NA,NA,NA,apr,NA,NA,NA,89--97,Elsevier {BV,NA,NA,"Involvement of ascorbate, glutathione, protein S-thiolation and salicylic acid in benzothiadiazole-inducible defence response of cucumber against \textit{{Pseudomonas syringae}} pv. \textit{{lachrymans}}",NA,86,https://doi.org/10.1016%2Fj.pmpp.2014.04.004,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2014,144,Zach,10.1016/j.pmpp.2014.04.005,"No page number 144, first article of second issue for 2014 selected",1.66,BOTH,2,Fundamental,FALSE,0,0,0,0,NA,ARTICLE,Campe_2014,NA,NA,"Ruth Campe, Marco Loehrer, Uwe Conrath, Katharina Goellner",NA,NA,NA,NA,NA,NA,NA,NA,jul,NA,NA,NA,1--8,Elsevier {BV,NA,NA,\textit{{Phakopsora pachyrhizi}} induces defense marker genes to necrotrophs in \textit{{Arabidopsis thaliana}},NA,87,https://doi.org/10.1016%2Fj.pmpp.2014.04.005,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2016,94,Adam,10.1016/j.pmpp.2015.12.002,NA,1.66,BOTH,2,Fundamental,FALSE,2,2,0,0,SAS,ARTICLE,Mollayi_2016,NA,NA,"Saeed Mollayi, Mohsen Farzaneh, Faezeh Ghanati, Hassan Y. Aboul-Enein, Alireza Ghassempour",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,NA,NA,93--98,Elsevier {BV},NA,NA,"Study of catechin, epicatechin and their enantiomers during the progression of witches{\textquotesingle} broom disease in Mexican lime (\textit{{Citrus aurantifolia}}",NA,93,https://doi.org/10.1016%2Fj.pmpp.2015.12.002,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2016,52,Zach,10.1016/j.pmpp.2015.12.005,Original random page number included in previous article. Next sequential article selected,1.66,BOTH,2,Fundamental,TRUE,2,2,0,0,"MEGA, PLACE",ARTICLE,Chai_2016,NA,NA,"Chunyue Chai, Wentao Zeng, Yanling Lin, Danyu Shen, Meixiang Zhang, Daolong Dou",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,NA,NA,49--57,Elsevier {BV,NA,NA,Synthetic tetramer of a \textit{{Phytophthora sojae}}-inducible fragment from soybean {GmaSKTI}36 promoter improves its pathogen induction activities,NA,93,https://doi.org/10.1016%2Fj.pmpp.2015.12.005,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2016,128,Adam,10.1016/j.pmpp.2016.01.010,NA,1.66,BOTH,2,Fundamental,TRUE,2,2,0,2,StepOne,ARTICLE,Chand_2016,NA,NA,"Subodh Kumar Chand, Satyabrata Nanda, Ellojita Rout, Jatindranath Mohanty, Rukmini Mishra, Raj Kumar Joshi",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,NA,NA,119--128,Elsevier {BV},NA,NA,Identification and characterization of {microRNAs} in turmeric (\textit{{Curcuma longa}} L. responsive to infection with the pathogenic fungus \textit{{Pythium aphanidermatum}},NA,93,https://doi.org/10.1016%2Fj.pmpp.2016.01.010,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2017,17,Emerson,10.1016/j.pmpp.2016.11.003,NA,1.66,BOTH,2,Fundamental,TRUE,2,2,0,0,SPSS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2017,101,Kaique,10.1016/j.pmpp.2016.12.004,NA,1.607,BOTH,2,Fundamental,FALSE,0,0,0,3,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2017,77,Emerson,10.1016/j.pmpp.2017.01.001,NA,1.66,BOTH,2,Fundamental,FALSE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2018,10,Emerson,10.1016/j.pmpp.2017.10.008,NA,1.66,BOTH,2,Fundamental,TRUE,2,2,0,0,SPSS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2018,50,Kaique,10.1016/j.pmpp.2017.11.001,"Original random page number is part of a special issue about insects, next sequencial issue selected using the same page number",1.609,BOTH,2,Fundamental,TRUE,2,3,0,0,STRING,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2018,102,Emerson,10.1016/j.pmpp.2017.12.002,NA,1.66,BOTH,2,Fundamental,TRUE,3,2,0,3,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physiological and Molecular Plant Pathology,Physiol Mol Plant P,2018,147,Kaique,10.1016/j.pmpp.2018.02.002,NA,1.609,BOTH,2,Fundamental,TRUE,2,2,0,0,SPSS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytoparasitica,Phytoparasitica,2012,11,Emerson,10.1007/s12600-011-0194-0,"Original random page number not applicable, selected first prior plant pathology article",0.948,BOTH,1,Applied,TRUE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytoparasitica,Phytoparasitica,2012,118,Emerson,10.1007/s12600-011-0206-0,"Original random page number not applicable, selected first following plant pathology article",0.948,BOTH,1,Applied,FALSE,2,1,0,0,SPSS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytoparasitica,Phytoparasitica,2013,71,Adam,10.1007/s12600-012-0264-y,NA,0.948,BOTH,1,Applied,FALSE,3,2,0,0,SPSS,NA,NA,NA,NA,"Giovanna Gilardi, Stefano Demarchi, Angelo Garibaldi, Maria Lodovica Gullino",NA,NA,NA,NA,NULL,NA,NA,NA,jan,NA,1,NA,59--72,NA,NA,NA,"Management of downy mildew of sweet basil (\textit{{Ocimum basilicum}} caused by \textit{{Peronospora belbahrii}} by means of resistance inducers, fungicides, biocontrol agents and natural products",NA,41,NA,NA,NA
